Project Code,Project Title,Description,Buyer Organisation,Buyer Organisation.1,Publication Date,Supply Category,Response Currency,Closing date/time,Project Categories,Number of Attachments,Notices,Source,reference_no,tender_title
tender_229776,PR-07198,"1: # (2) Roundabouts 
(80-meter Dia)

1-Removal of existing small plants, waste removal and cleaning and waste dumping

2-Shiftting of sand from yard to site including machinery (20cm to 30cm), watering and compaction

3-Supply and installation of PVC Divider for Partition work

4-Supply and laying of geo textile (100gsm)

5-Shiftting of Gravel from yard to site including machinery (5cm), and leveling as per designs in drawing - 2 EA
2: # (6) Roundabouts 
(100-meter Dia)

1-Removal of existing small plants, waste removal and cleaning and waste dumping

2-Shiftting of sand from yard to site including machinery (20cm to 30cm), watering and compaction

3-Supply and installation of PVC Divider for Partition work

4-Supply and laying of geo textile (100gsm)

5-Shiftting of Gravel from yard to site including machinery (5cm), and leveling as per designs in drawing - 6 EA
3: Gate No-1
Both sides

1-Removal of existing small plants, waste removal and cleaning and waste dumping

2-Shiftting of sand from yard to site including machinery (20cm to 30cm), watering and compaction

3-Supply and installation of PVC Divider for Partition work

4-Supply and laying of geo textile (100gsm)

5-Shiftting of Gravel from yard to site including machinery (5cm), and leveling as per designs in drawing

6- Supply and installation of curbstone for partition - 1 EA
4: Gate No-4
Road intermediate

1-Removal of existing small plants, waste removal and cleaning and waste dumping

2-Shiftting of sand from yard to site including machinery (20cm to 30cm), watering and compaction

3-Supply and installation of PVC Divider for Partition work

4-Supply and laying of geo textile (100gsm)

5-Shiftting of Gravel from yard to site including machinery (5cm), and leveling as per designs in drawing - 1 EA
5: Parking Area, Island area, landscaped area

1- Islands area Removal of existing small plants, waste removal
and cleaning and waste dumping

2-Shiftting of sand from yard to site including machinery (10cm)...",Dubai South,Dubai South,2025-12-23 13:35:02,Other,AED,05/01/2026,742111,0,0,Dubai,tender_229776,PR-07198
tender_229721,PR-07219,1: Dubai South 3D Logo Signage Design & Installation at Logistics Warehouses. - 1 EA,Dubai South,Dubai South,2025-12-22 12:10:00,Other,AED,05/01/2026,743004,0,0,Dubai,tender_229721,PR-07219
tender_229746,Med.Accs/ApplicationSoftwareSamsungV6/IPR#125047372/T#22503485/TTV/LH,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority. - 
1: Ultrasound Scanner "" Intra partum Application"" - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-23 07:40:00,Other,AED,06/01/2026,513957,0,0,Dubai,tender_229746,Med.Accs/ApplicationSoftwareSamsungV6/IPR#125047372/T#22503485/TTV/LH
tender_229665,Providing Cleaning Services in Public Parks and Squares - Group 2 (560,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Providing Cleaning Services in Public Parks and Squares - Group 2 (092) - 2026 - 1 Each
2: Providing Cleaning Services in Public Parks and Squares - Group 2 (092) - 2027 - 1 Each
3: Providing Cleaning Services in Public Parks and Squares - Group 2 (404) - 2026 - 1 Each
4: Providing Cleaning Services in Public Parks and Squares - Group 2 (404) - 2027 - 1 Each
5: Providing Cleaning Services in Public Parks and Squares - Group 2 (440) - 2026 - 1 Each
6: Providing Cleaning Services in Public Parks and Squares - Group 2 (440) - 2027 - 1 Each
7: Providing Cleaning Services in Public Parks and Squares - Group 2 (451) - 2026 - 1 Each
8: Providing Cleaning Services in Public Parks and Squares - Group 2 (451) - 2027 - 1 Each
9: Providing Cleaning Services in Public Parks and Squares - Group 2 (490) - 2026 - 1 Each
10: Providing Cleaning Services in Public Parks and Squares - Group 2 (490) - 2027 - 1 Each
11: Providing Cleaning Services in Public Parks and Squares - Group 2 (491) - 2026 - 1 Each
12: Providing Cleaning Services in Public Parks and Squares - Group 2 (491) - 2027 - 1 Each
13: Providing Cleaning Services in Public Parks and Squares - Group 2 (501) - 2026 - 1 Each
14: Providing Cleaning Services in Public Parks and Squares - Group 2 (501) - 2027 - 1 Each
15: Providing Cleaning Services in Public Parks and Squares - Group 2 (560) - 2026 - 1 Each
16: Providing Cleaning Services in Public Parks and Squares - Group 2 (560) - 2027 - 1 Each
1: Providing Cleaning Services in Public Parks and Squares - Group 2 (Please Insert Total Cost of the Project - 2 Years) - 1 Total",Dubai Municipality,Dubai Municipality,2025-12-23 11:45:01,Other,AED,06/01/2026,749301,0,0,Dubai,tender_229665,Providing Cleaning Services in Public Parks and Squares - Group 2 (560
tender_229664,Providing Cleaning Services in Public Parks and Squares - Group 1 (900,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Providing Cleaning Services in Public Parks and Squares - Group 1 (080) - 2026 - 1 Each
2: Providing Cleaning Services in Public Parks and Squares - Group 1 (080) - 2027 - 1 Each
3: Providing Cleaning Services in Public Parks and Squares - Group 1 (081) - 2026 - 1 Each
4: Providing Cleaning Services in Public Parks and Squares - Group 1 (081) - 2027 - 1 Each
5: Providing Cleaning Services in Public Parks and Squares - Group 1 (092) - 2026 - 1 Each
6: Providing Cleaning Services in Public Parks and Squares - Group 1 (092) - 2027 - 1 Each
7: Providing Cleaning Services in Public Parks and Squares - Group 1 (510) - 2026 - 1 Each
8: Providing Cleaning Services in Public Parks and Squares - Group 1 (510) - 2027 - 1 Each
9: Providing Cleaning Services in Public Parks and Squares - Group 1 (520) - 2026 - 1 Each
10: Providing Cleaning Services in Public Parks and Squares - Group 1 (520) - 2027 - 1 Each
11: Providing Cleaning Services in Public Parks and Squares - Group 1 (530) - 2026 - 1 Each
12: Providing Cleaning Services in Public Parks and Squares - Group 1 (530) - 2027 - 1 Each
13: Providing Cleaning Services in Public Parks and Squares - Group 1 (543) - 2026 - 1 Each
14: Providing Cleaning Services in Public Parks and Squares - Group 1 (543) - 2027 - 1 Each
15: Providing Cleaning Services in Public Parks and Squares - Group 1 (591) - 2026 - 1 Each
16: Providing Cleaning Services in Public Parks and Squares - Group 1 (591) - 2027 - 1 Each
17: Providing Cleaning Services in Public Parks and Squares - Group 1 (600) - 2026 - 1 Each
18: Providing Cleaning Services in Public Parks and Squares - Group 1 (600) - 2027 - 1 Each
19: Providing Cleaning Services in Public Parks and Squares - Group 1 (6...",Dubai Municipality,Dubai Municipality,2025-12-23 10:30:01,Other,AED,06/01/2026,749301,0,0,Dubai,tender_229664,Providing Cleaning Services in Public Parks and Squares - Group 1 (900
tender_229752,5-years blanket contract for Thalassemia-22503489-MMR-IPR# 12320354,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-00429] THALASET 29G, 8MM x 80cm length tubing. (the only subcutaneous infusion set tested for Desferal/Device compatibility and safety) - 1 EA
2: [510-00430] NERIA SOFT 90 subcutaneous infusion set, 27G soft cannula, 9 MM with detachable tubing, 110 cm length. (the only subcutaneous infusion set tested for Desferal/Device compatibility and safety) - 1 EA
3: [510-14772] THALASET 29G, 10MM x 80cm tubing.(the only subcutaneous infusion set tested for Desferal/Device compatibility and safety) - 1 EA",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-23 10:40:00,Other,AED,06/01/2026,242305,0,0,Dubai,tender_229752,5-years blanket contract for Thalassemia-22503489-MMR-IPR# 12320354
tender_229836,5-years blanket contract for Radiology -22503498-MMR-IPR#125038491,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-15655] Needle Marquee 14g x10cm - 1 EA
2: [510-15656] EnCor Enspire Vacuum and Rinse Tubing Cassette Assembly -     12 UNITS - 1 EA
3: [510-15657] EnCor Biopsy Probe - 10 Gauge Vertical - 1 EA
4: [510-15659] Localization wire 20G x107mm - 1 EA
5: [510-15662] Needle Marquee 12gx10cm - 1 EA
6: [510-15664] EnCor Biopsy Probe - 7 Gauge Vertical - 1 EA
7: [510-15665] EnCor Insert for MammoTest (Siemens/Fischer), Siemens Upright, GE Upright a - 1 EA
8: [510-15666] EnCor Insert for MammoTest (Siemens/Fischer), Siemens Upright, GE Upright a - 1 EA
9: [510-15669] Canister - 12 units - 1 EA
10: [510-15672] SenoMark Biopsy Site Marker for EnCor - 7 Gauge With M shaped stainless s - 1 EA
11: [510-15673] SenoMarkUltra Marker 10G for EnCor  BioDur? 108 ""Coil"" Shape - 1 EA
12: [510-15674] SenoMarkUltra Marker 7G for EnCor, Titanium Ribbon Shape - 1 EA
13: [510-15675] SenoMarkUltra Marker 10G for EnCor,  Titanium Ribbon Shape - 1 EA
14: [510-15676] SenoMark UltraCor MRI Biopsy Site Marker - 14 Gauge (For use with EnCor MRI (ECMRINTLOC) or UltraCor MRI (UCMRINTLOC) Introducer Sets)  With ""M"" shaped stainless steel marker - 1 EA
15: [510-15680] EnCor Tubing Extension for MRI - 1 EA
16: [510-15681] EnCor MRI probe- 10 gauge - 1 EA
17: [510-15683] SenoMark Biopsy Site Marker for EnCor - 10 Gauge With M sh - 1 EA
18: [510-15689] EnCor Enspire for GE upright-Includes: E4230 EnCor Enspire - 1 EA
19: [510-15690] BD Elevation probe 10G - 1 EA
20: [510-15691] BD Elevation probe 12G - 1 EA
21: [510-15692] BD Elevation probe 14G - 1 EA
22: [510-15693] BD Elevation sample container - 1 EA
23: [510-15694] BD Elevation Half-Notch support cannula 10G - 1 EA
24: [510-15695] B...",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-25 10:50:00,Other,AED,06/01/2026,242305,0,0,Dubai,tender_229836,5-years blanket contract for Radiology -22503498-MMR-IPR#125038491
tender_229649,IPR#12503224-UITP 2026 Video,"1: Script & VO - 1 EA
2: Story Board Concept - 1 EA
3: Uniqueness of concepts and designs - 1 EA
4: Usage of graphics / footage / animation - 1 EA",Roads & Transport Authority,Roads & Transport Authority,2025-12-22 10:35:00,Other,AED,06/01/2026,223002,0,0,Dubai,tender_229649,IPR#12503224-UITP 2026 Video
tender_229584,PR-06833,"1: Setting up Rockwell SCADA at STP facility - 1 EA
2: Integrating to DMR-1 & SR 18 Pump stations - 1 EA
3: STP PLC integration to Rockwell SCADA - 1 EA",Dubai South,Dubai South,2025-12-16 15:55:00,Other,AED,06/01/2026,742118,0,0,Dubai,tender_229584,PR-06833
tender_229594,ELECTRO MECHANICAL WORKS AT TREKKING OFFICE,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: INTERLOCK WORKS FOR PARKIGN AREA - 1,525 Each
2: INTERLOCK WORKS FOR PATHWAY - 1,300 Each
3: WPC LOUVER FENCE FOR GARBAGE CONTAINERS - 10 Each
4: INTERLOCK WORKS FOR GARBAGE CONTAINER FLOORING - 10 Each
5: GYPSUM PARTITION WORKS AT TREKKING OFFICE - 1 Each
6: ELECTRO MECHANICAL WORKS AT TREKKING OFFICE - 1 Each",Dubai Municipality,Dubai Municipality,2025-12-17 12:45:01,Other,AED,07/01/2026,452001,0,0,Dubai,tender_229594,ELECTRO MECHANICAL WORKS AT TREKKING OFFICE
tender_229790,SONY UPC -DFC-IPR#125005741-T#22503491/FSM,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [510-24014] SONY UPC -21L COLOR PRINTING PACK - 5 BX",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-24 11:25:00,Other,AED,07/01/2026,242206,0,0,Dubai,tender_229790,SONY UPC -DFC-IPR#125005741-T#22503491/FSM
tender_229515,5 Years Blanket Contract For SCD Sleeves / 22503433 / NJI / IPR No. 125029429 / CSC,"Important Note : Kindly enter the unit price or the item value WITHOUT the VAT, also ensure to select the VAT category for each item quoted. - 
Important Note : If the VAT is applied, will be added at PO stage. 

For any questions or clarifications in regards to the VAT, kindly contact Federal Tax Authority.
 - 
1: [500-19595] COMPRESSION SYSTEM UNIT ( FOC) - 1 EA
2: [510-08820] SCD Express Tubing, Compression system tubing [ This item is FOC ] - 1 PC
4: [540-00355] SCD Express Sleeves Thigh length - Small - 1 EA
5: [540-00356] SCD Express Sleeves Thigh length - Medium - 1 EA
6: [540-00357] SCD Express Sleeves Thigh length - Large - 1 EA
10: [540-00353] SCD Express Foot Cuff, Large - 1 EA
11: [540-00383] SCD Sequential Compression Comfort Sleeves Thigh Length - Small, Thigh Circumference- 40.6 to 55.9 cm - 1 PR
12: [540-00384] SCD Sequential Compression Comfort Sleeves Thigh Length - Medium, Thigh Circumference - 55.9 to 71.1 cm - 1 PR
13: [540-00385] SCD Sequential Compression Comfort Sleeves Thigh Length, Large, Thigh Circumference- 71.1 to 91.4 cm - 1 PR",Dubai Academic Health Corporation,Dubai Academic Health Corporation,2025-12-16 08:45:00,Other,AED,07/01/2026,242305,0,0,Dubai,tender_229515,5 Years Blanket Contract For SCD Sleeves / 22503433 / NJI / IPR No. 125029429 / CSC
tender_229168,Integrated Soft Facilities Services,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Integrated Soft Facilities Services - 1 Each
1: Al Mamzar Lagoon
 - 1 each 
2: Al Mamzar Corniche - 1 each 
3: Jumeirah 1 - 1 each 
4: Jumeirah 2 - 1 each",Dubai Municipality,Dubai Municipality,2025-12-10 12:35:00,Other,AED,07/01/2026,749301,0,0,Dubai,tender_229168,Integrated Soft Facilities Services
tender_229618,PR-07148,"1: Cloud Engine S6750-S16X8YZ (16*10GE SFP+ ports, 8*25GE SFP28 ports, expansion card slot)  - Core Switch - 2 EA
2: Cloud Engine S5755-H48UM4Y2CZ (48*10/100/1G/2.5GBASE-T ports, Optional RTU upgrade to 5/10G, 4*25GE SFP28, 2*100GE QSFP28 ports, expansion card slot, PoE++) - mGig HQ-Server Farm - 2 EA
3: Cloud Engine S5755-S24P8Y (24*10/100/1000 BASE-T ports (PoE+), 8*25GE SFP28 ports)  - TR Switch - 10 EA
4: CloudEngine S5755-S48P8YZ (48*10/100/1000 BASE-T ports (PoE+), 8*25GE SFP28 ports, expansion card slot) - TR Switch - 2 EA
5: CloudEngine S5755-H48UM4Y2CZ (48*10/100/1G/2.5GBASE-T ports, Optional RTU upgrade to 5/10G, 4*25GE SFP28, 2*100GE QSFP28 ports, expansion card slot, PoE++) - TR Switch - 2 EA
6: CloudEngine S6750-S16X8YZ (16*10GE SFP+ ports, 8*25GE SFP28 ports, expansion card slot)  - CO-1 - 2 EA
7: CloudEngine S6750-S16X8YZ (16*10GE SFP+ ports, 8*25GE SFP28 ports, expansion card slot)  - CO-3 - 2 EA
8: CloudEngine S5755-S48P8YZ (48*10/100/1000 BASE-T ports (PoE+), 8*25GE SFP28 ports, expansion card slot) - IDF Location - 20 EA
9: One-Time PS for implementation - 1 EA
10: Fiber cables Between NVR Server Room to TR3 & TR4 
6 Core OM4 FOC cables between two locations with necessary patch panel & it's accessories  Termination, Labelling, Testing & Commissioning of Fiber optic Cable - 1 EA
11: 12-Months Engineering / AMC Support - Quarterly - 4 EA",Dubai South,Dubai South,2025-12-17 20:55:00,Other,AED,07/01/2026,453008,0,0,Dubai,tender_229618,PR-07148
tender_229181,"DS258-E1_Sewerage, Stormwater Drainage and Recycled Water Systems for","Schedule 5(A): Remuneration - General: The remuneration of the Consultant for the performance of the duties as described in Clause 2, 3 and 4 shall be as follows:-


Schedule 5(A): Remuneration - General
 - 
3.1.1.1 A: Consultancy Services for Studies (Storm Drainage System EIA Study)  - 
3.1.1.1 B: Consultancy Services for Studies (Site Grading) - 
3.1.1.2: Consultancy Services for Preliminary Design - 
3.1.1.3: Consultancy Services for Final Design (Draft + Final) - 
 : Schedule 5(A): Remuneration - General - 
3.1.1.4: Consultancy Services for Tender Documents - 
3.1.1.5 : Tender procedure and Tender Report  - 
 3.1.1.6: Contract Documents preparation  - 
3.1.1.7 : Payment for Construction Supervision - 
-: For the supervision of the works as described in Stage 7 (Reference Clause 3.1.1.7) - 
-: Schedule of Payments: (Position Rates) - 
Position: Resident Engineer      - 
Position: Senior Civil Engineer  - 
Position: Mechanical Engineer - 
Position: Electrical & ICA Engineer - 
Position: Materials Inspector - 
Position: Quantity Surveyor - 
Position: Land Surveyor - 
Position: Inspector (civil) - 
Position: Inspector (Electrical /Mechanical) - 
Position: Draftsman - 
Position: Secretary and Document Controller - 
Position: Health and Safety Engineer - 
Position: Safety Officer - 
Position: Senior Planning Engineer - 
Position: Senior NOC Engineer - 
Position: Reporting Engineer - 
 *: All other services required to provide efficient supervision during construction stage & any required staff not mentioned in the Schedule will considered as office back –up(refer to clause 3.1.17 GCCSA)
Full time – up to 08 hours per day : Part time : up to 4 hours per day - 
 3.1.1.8  : Statement at Completion and Defects Liability Period  - 
 3.1.1.9 : Defects Liability Certificate and Final Payment Certificate  - 
 3.1.1.10  : Records and Operating Instructions  - 
Important Note: Please feed the mentioned Lines (From 2.11.3 to 2.11.10) as priced above.  - 
3.1.1.1 A: Con...",Dubai Municipality,Dubai Municipality,2025-12-16 11:20:00,Other,AED,08/01/2026,742102,0,0,Dubai,tender_229181,"DS258-E1_Sewerage, Stormwater Drainage and Recycled Water Systems for"
tender_229182,DS204/S1_Connecting Developed Communities in Dubai Land to DM Sewerage,"3.1.1.7 : Payment for Construction Supervision - 
-: For the supervision of the works as described in Stage 7 (Reference Clause 3.1.1.7) - 
-: Schedule of Payments: (Position Rates) - 
Position: Resident Engineer      - 
Position: Senior Civil Engineer  - 
Position: Senior Mechanical Engineer - 
Position: Senior Electrical & ICA Engineer - 
Position: Quantity Surveyor - 
Position: Materials Inspector - 
Position: Senior Planning Engineer - 
Position: Inspector - 
Position: Land Surveyor - 
Position: Draftsman - 
Position: Secretary and Document Controller - 
Position: Health and Safety Engineer - 
Position: Safety Officer - 
Position: Inspector (Electrical /Mechanical) - 
Position: Senior NOC Engineer - 
Position: Reporting Engineer  - 
 *: All other services required to provide efficient supervision during construction stage & any required staff not mentioned in the Schedule will considered as office back –up(refer to clause 3.1.17 GCCSA)
Full time – up to 08 hours per day : Part time : up to 4 hours per day - 
 3.1.1.8  : Statement at Completion and Defects Liability Period  - 
 3.1.1.9 : Defects Liability Certificate and Final Payment Certificate  - 
 3.1.1.10  : Records and Operating Instructions  - 
Important Note: Please feed the mentioned Lines (From 2.11.3 to 2.11.10) as priced above.  - 
3.1.1.7: Construction Supervision - 
 3.1.1.8: Statement at Completion and Defects Liability Period - 
 3.1.1.9: Defects Liability Certificate and Final Payment Certificate - 
 3.1.1.10: Records and Operating Instructions - 
Note: If there is any reimbursement for any expense (Translation, Insurance Premium, Instrument Purchase, etc.) under this Consultancy Services Agreement, it should be stated here with the definition, eligibility requirements, estimated amount, probable date of payment, and detailed requirements of proof of payment. The absence of any statement on reimbursable here represents a statement that no reimbursable are due under this Consultancy Services ...",Dubai Municipality,Dubai Municipality,2025-12-08 15:00:00,Other,AED,08/01/2026,742102,0,0,Dubai,tender_229182,DS204/S1_Connecting Developed Communities in Dubai Land to DM Sewerage
tender_228304,IR-199 RENOVATION AND UPGRADATION OF EXISTING PUMP STATIONS AND FILTRATION CHAMBERS - PHASE 1,"note: Please refer to section (a) as attached in ""Volume 3 - Bill of Quantites"" - 
note: Please refer to section (b) as attached in ""Volume 3 - Bill of Quantites"" - 
Note: Section (c) - Dayworks - 
Note: Schedule 1:  Labour - 
A: Labourer - 25 h
B: Carpenter - 25 h
C: Concretor / Mason - 25 h
D: Steel Fixer - 25 h
E: Steel fixer - 20 h
F: Light Duty Driver - 25 h
G: Heavy Duty Driver - 25 h
H: Light Plant Operator - 25 h
J: Heavy Plant Operator - 25 h
K: Banksman / Greaser - 10 h
L: Pipe fitter / Plumber - 25 h
M: Electrician - 15 h
N: Painter - 20 h
P: Jointer - 20 h
Note: Section (c) - Dayworks (Cont'd...) - 
Note: Schedule 2:  Materials - 
A: Building Sand - 50 m3
B: Coarse aggregate (dry) - 50 m3
C: Fine aggregate (dry) - 50 m3
D: Imported subkha - 50 m3
E: Imported granular fill roadbase - 50 m3
F: Ordinary Portland Cement - 4 t
G: Sulphate resisting cement - 4 t
H: Mild steel reinforcement bars (any size) - 4 t
J: High Yeild ditto (any size) - 4 t
K: Hollow concrete blocks - 100 mm  - 1,000 nr
L: Hollow concrete blocks - 200 mm  - 1,000 nr
M: Solid concrete blocks - 100mm  - 1,000 nr
N: Solid concrete blocks - 200mm  - 1,000 nr
P: 12mm Plywood - 10 m2
Q: 20mm ditto - 50 m2
R: Emulsion paint - 50 ltr
S: Granular material for pipe bedding - 10 m3
T: Stone material for land drains - 10 m3
U: Filter fabric membrane - 15 m2
V: Bitumen 60/70 - 1 t
W: Bitumen 40/50 - 1 t
X: Concrete Class 30/20 SR Cement - 10 m3
Y: Concrete Class 15/40 SR Cement - 10 m3
Z: Sub Base Material - 10 m3
AA: Wet Mix Material - 10 m3
Note: Section (c) - Dayworks (Cont'd...) - 
Note: Schedule 2:  Materials (Cont'd…) - 
A: Polyurethane clear finish - 10 ltr
B: 60mm interlock tiles (Plain Finish) - 50 m2
C: 80mm interlock tiles (Plain Finish) - 50 m2
D: 150 x 305 mm kerbstone(Plain Finish) - 50 m
E: Concrete grade 20/40 - 25 m3
F: Concrete grade 15/40 - 25 m3
G: Precast Upstand Kerb, Plan finish - 20 m
H: Precast Flush Kerb (0.3x0.2), Plan finish - 20 m
J: Precast Drop Kerb (0.3 x 0.15), P...",Dubai Municipality,Dubai Municipality,2025-11-27 11:00:01,Other,AED,08/01/2026,900013,0,0,Dubai,tender_228304,IR-199 RENOVATION AND UPGRADATION OF EXISTING PUMP STATIONS AND FILTRATION CHAMBERS - PHASE 1
tender_229834,SA#12503400.ITEM:DAST & Customer Happiness Gifts,"1: DAST & Customer happiness gifts (Tote Bag) - 2,000 EA
2: Power Bank - 2,000 EA
3: Bottle - 2,000 EA",Roads & Transport Authority,Roads & Transport Authority,2025-12-25 12:20:00,Other,AED,08/01/2026,743002,0,0,Dubai,tender_229834,SA#12503400.ITEM:DAST & Customer Happiness Gifts
tender_229432,Annual Maintenance contract for the Vertical (Medial Waste) Incinerato,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Annual Maintenance contract for the Vertical (Medial Waste) Incinerator - Jebal Ali Hazardous Waste Treatment Facility 2026-2027. - 1 Each
2: Annual Maintenance contract for the Vertical (Medial Waste) Incinerator - Jebal Ali Hazardous Waste Treatment Facility 2026-2027. - 1 Each
1: Annual Maintenance contract for the Vertical (Medial Waste) Incinerator Plantec Japan - Jebal Ali Hazardous Waste Treatment Facility 2026-2027(2 years)

 - 1 Each",Dubai Municipality,Dubai Municipality,2025-12-11 12:35:00,Other,AED,08/01/2026,452010,0,0,Dubai,tender_229432,Annual Maintenance contract for the Vertical (Medial Waste) Incinerato
tender_229647,Oracle Hardware and Software Support Renewal 2026 - Hardware Support,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Oracle Hardware and Software Support Renewal 2026 - Software Support - 1 Each
2: Oracle Hardware and Software Support Renewal 2026 - Hardware Support - 1 Each
1: Oracle Hardware Support - 1 Each
2: Oracle Software Support  - 1 Each",Dubai Municipality,Dubai Municipality,2025-12-18 16:20:01,Other,AED,08/01/2026,721001,0,0,Dubai,tender_229647,Oracle Hardware and Software Support Renewal 2026 - Hardware Support
tender_229651,Providing Cleaning Services in Public Parks and Squares - Group 9 (714,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Providing Cleaning Services in Public Parks and Squares - Group 9 (700) - 2026 - 1 Each
2: Providing Cleaning Services in Public Parks and Squares - Group 9 (700) - 2027 - 1 Each
3: Providing Cleaning Services in Public Parks and Squares - Group 9 (714) - 2026 - 1 Each
4: Providing Cleaning Services in Public Parks and Squares - Group 9 (714) - 2027 - 1 Each
1: Providing Cleaning Services in Public Parks and Squares - Group 9 (Please Insert Total Cost of the Project - 2 Years) - 1 Total",Dubai Municipality,Dubai Municipality,2025-12-19 10:25:00,Other,AED,08/01/2026,749301,0,0,Dubai,tender_229651,Providing Cleaning Services in Public Parks and Squares - Group 9 (714
tender_229652,Providing Cleaning Services in Public Parks and Squares - Group 8 (930,": kindly input your total price without VAT in section 3.1.2 and in section 3.4 enter it as per the breakdown
- please note that the prices for both sections should be the same

Dubai Municipality has the right to disqualify your offer if different prices are submitted - 
1: Providing Cleaning Services in Public Parks and Squares - Group 8 (092) - 2026 - 1 Each
2: Providing Cleaning Services in Public Parks and Squares - Group 8 (092) - 2027 - 1 Each
3: Providing Cleaning Services in Public Parks and Squares - Group 8 (374) - 2026 - 1 Each
4: Providing Cleaning Services in Public Parks and Squares - Group 8 (374) - 2027 - 1 Each
5: Providing Cleaning Services in Public Parks and Squares - Group 8 (470) - 2026 - 1 Each
6: Providing Cleaning Services in Public Parks and Squares - Group 8 (470) - 2027 - 1 Each
7: Providing Cleaning Services in Public Parks and Squares - Group 8 (690) - 2026 - 1 Each
8: Providing Cleaning Services in Public Parks and Squares - Group 8 (690) - 2027 - 1 Each
9: Providing Cleaning Services in Public Parks and Squares - Group 8 (930) - 2026 - 1 Each
10: Providing Cleaning Services in Public Parks and Squares - Group 8 (930) - 2027 - 1 Each
1: Providing Cleaning Services in Public Parks and Squares - Group 8 (Please Insert Total Cost of the Project - 2 Years) - 1 Total",Dubai Municipality,Dubai Municipality,2025-12-19 10:40:00,Other,AED,08/01/2026,749301,0,0,Dubai,tender_229652,Providing Cleaning Services in Public Parks and Squares - Group 8 (930
